,has_secondary_sport_education,has_higher_sport_education,sport_master,sport_master_kandidate,is_champion,work_experience,master_id,rang_id,docs_verified,rating,reviews_count,is_recomended,photos_count,is_male,has_price,years_on_profi_ru,price_in_thousands,cur_score_percents,work_experience_sq,reputation_density,reputation_volume_interaction,champion_experience_inter
10,1,0,0,1,1,0.75,https://profi.ru/profile/AlishinAN2/,166.0,0,0.0,0,0,10,1,0,0.75,,0.501,0.5625,0.0,0.0,0.75
11,1,0,1,0,0,11.0,https://profi.ru/profile/AlyautdinovVA/,98.0,1,4.89,9,0,2,1,1,10.75,3.0,0.50560701,121.0,0.7659574468085106,11.259641104740883,0.0
12,1,0,0,0,0,10.0,https://profi.ru/profile/AmirovMU4/,137.0,1,0.0,0,0,4,1,1,0.3333333333333333,2.5,0.5036672625,100.0,0.0,0.0,0.0
13,1,0,0,0,0,5.0,https://profi.ru/profile/AntonovaVG2/,51.0,1,5.0,38,0,20,0,0,5.083333333333333,,0.50517722,25.0,6.2465753424657535,18.317808230648232,0.0
14,1,0,1,0,0,1.0,https://profi.ru/profile/AntropovaDD/,118.0,0,5.0,1,0,5,0,0,1.3333333333333333,,0.5031634420000001,1.0,0.4285714285714286,3.4657359027997265,0.0
15,1,0,0,1,0,4.0,https://profi.ru/profile/ApollonovDA/,171.0,0,0.0,0,0,0,1,0,0.16666666666666666,,0.5016168,16.0,0.0,0.0,0.0
16,1,0,0,0,0,3.0,https://profi.ru/profile/AppayevTM/,120.0,0,5.0,2,0,5,1,0,3.5833333333333335,,0.50577055,9.0,0.4363636363636363,5.493061443340549,0.0
17,0,1,1,0,1,32.0,https://profi.ru/profile/ArtemenkoAV/,112.0,1,4.8,5,0,12,1,1,13.666666666666666,2.5,0.5044250483333333,1024.0,0.34090909090909094,8.600445452294663,13.666666666666666
18,1,0,0,0,0,5.0,https://profi.ru/profile/ArtemenkoYD2/,129.0,0,5.0,7,0,7,1,1,0.6666666666666666,2.5,0.5045936433333333,25.0,4.2,10.39720770839918,0.0
19,0,1,0,0,0,2.75,https://profi.ru/profile/AsanAY/,0.0,1,5.0,42,0,42,0,1,2.75,4.0,0.70384315,7.5625,11.2,18.806000578467813,0.0
20,1,0,0,0,0,14.0,https://profi.ru/profile/AvanesovEA3/,135.0,0,0.0,0,0,9,1,1,1.0,2.0,0.5036666666666667,196.0,0.0,0.0,0.0
21,1,0,0,0,0,9.0,https://profi.ru/profile/AvanesyanLA5/,72.0,0,5.0,3,0,8,0,1,0.5,2.5,0.5050834042857143,81.0,2.0,6.931471805599453,0.0
22,0,1,0,0,0,0.1666666666666666,https://profi.ru/profile/AzhkamalovaKA/,131.0,1,0.0,0,0,9,0,1,0.16666666666666666,3.0,0.5033771871428572,0.027777777777777755,0.0,0.0,0.0
23,1,0,0,0,0,0.25,https://profi.ru/profile/BabenkoAV48/,176.0,1,0.0,0,0,0,1,1,0.25,2.0,0.5014976999999999,0.0625,0.0,0.0,0.0
24,0,1,0,0,0,1.1666666666666667,https://profi.ru/profile/BabenkoNG/,100.0,1,5.0,2,0,0,1,0,1.1666666666666667,,0.5045339649999999,1.3611111111111114,0.9230769230769229,5.493061443340549,0.0
25,0,1,1,0,0,14.0,https://profi.ru/profile/BagatelliDO/,24.0,0,5.0,33,1,5,1,1,6.833333333333333,3.0,0.506174145,196.0,4.212765957446809,17.63180262308081,0.0
26,1,0,1,0,0,17.0,https://profi.ru/profile/BaimyashkinTV/,26.0,1,4.97,29,1,0,1,1,14.0,3.0,0.5062677720000001,289.0,1.9333333333333333,16.903950986860913,0.0
27,0,1,0,0,0,18.0,https://profi.ru/profile/BalashovSU/,13.0,1,5.0,26,1,6,1,1,9.666666666666666,3.5,0.50574296,324.0,2.4375,16.479184330021646,0.0
28,1,0,1,0,1,2.0,https://profi.ru/profile/BaranenkovVA2/,85.0,0,4.85,26,0,3,1,0,2.4166666666666665,,0.505348184,4.0,7.609756097560976,15.984808800120994,2.4166666666666665
29,1,0,0,1,1,14.0,https://profi.ru/profile/BaranovOAs/,44.0,1,5.0,38,0,19,1,1,10.0,2.5,0.5064119,196.0,3.4545454545454546,18.317808230648232,10.0
30,0,1,1,0,1,23.0,https://profi.ru/profile/BarchakovskiiIA/,99.0,1,4.87,76,0,5,1,1,15.166666666666666,4.0,0.5050924257142857,529.0,4.701030927835053,21.154332404427443,15.166666666666666
31,1,0,0,0,0,8.0,https://profi.ru/profile/BarsukovAO2/,68.0,1,5.0,21,1,11,1,1,1.8333333333333333,3.5,0.5059594814285714,64.0,7.411764705882354,15.45521226679158,0.0
32,1,0,0,0,0,6.0,https://profi.ru/profile/BatovAI2/,58.0,1,5.0,14,0,4,1,1,2.3333333333333335,0.85,0.50632963,36.0,4.2,13.54025100551105,0.0
33,0,1,1,0,1,18.0,https://profi.ru/profile/BatyukinMU/,115.0,0,5.0,4,0,3,1,1,7.583333333333333,2.5,0.505267575,324.0,0.4660194174757282,8.047189562170502,7.583333333333333
34,1,0,0,0,0,20.0,https://profi.ru/profile/BazylevPN/,0.0,1,5.0,15,0,7,0,1,0.4166666666666667,3.0,0.7038366,400.0,10.588235294117647,13.862943611198906,0.0
35,0,1,1,0,0,13.0,https://profi.ru/profile/BekAA19/,120.0,0,0.0,0,0,0,1,1,0.6666666666666666,2.0,0.5049323720000001,169.0,0.0,0.0,0.0
36,0,1,1,0,0,6.0,https://profi.ru/profile/BekkerKA/,86.0,1,5.0,26,1,0,0,1,6.916666666666667,2.5,0.504002765,36.0,3.2842105263157895,16.479184330021646,0.0
37,1,0,0,0,0,7.0,https://profi.ru/profile/BelokopytovIA2/,75.0,1,4.96,76,1,7,1,1,3.8333333333333335,3.0,0.505931945,49.0,15.72413793103448,21.54527489239427,0.0
38,1,0,0,0,0,11.0,https://profi.ru/profile/BelousovDD5/,147.0,1,0.0,0,0,0,1,1,1.3333333333333333,2.0,0.5027638666666667,121.0,0.0,0.0,0.0
39,0,0,0,0,0,0.0,https://profi.ru/profile/BelousovMI5/,110.0,0,0.0,0,0,0,1,0,0.0,,0.50404355,0.0,0.0,0.0,0.0
40,1,0,0,1,0,21.0,https://profi.ru/profile/BelovaOV82/,80.0,0,0.0,0,0,0,0,1,0.08333333333333333,2.5,0.50273132,441.0,0.0,0.0,0.0
41,0,1,0,0,0,0.25,https://profi.ru/profile/BezhkoPA/,110.0,0,0.0,0,0,0,1,1,0.25,2.0,0.50325043,0.0625,0.0,0.0,0.0
42,0,1,1,0,0,46.0,https://profi.ru/profile/BitsenkoIV/,119.0,0,0.0,0,0,0,1,1,1.3333333333333333,2.5,0.5048537633333333,2116.0,0.0,0.0,0.0
43,1,0,1,0,1,1.0,https://profi.ru/profile/BogatovDI6/,126.0,1,4.43,7,0,1,1,1,0.4166666666666667,3.0,0.5046606,1.0,4.941176470588235,9.211926029641672,0.4166666666666667
44,0,1,0,0,0,7.0,https://profi.ru/profile/BokrenevVE/,160.0,1,4.86,14,0,7,1,0,7.166666666666667,,0.5010014,49.0,1.714285714285714,13.161123977356741,0.0
45,0,1,1,0,0,11.0,https://profi.ru/profile/BondarenkoIS19/,103.0,1,0.0,0,0,3,0,1,4.166666666666667,4.0,0.5032553974999999,121.0,0.0,0.0,0.0
46,0,1,0,0,0,13.0,https://profi.ru/profile/BorisenkoVK/,71.0,1,4.43,7,0,0,0,1,1.5833333333333333,1.5,0.5046904375,169.0,2.709677419354839,9.211926029641672,0.0
47,1,0,0,0,0,2.0,https://profi.ru/profile/BorisovaAT2/,88.0,0,0.0,0,0,0,0,0,0.6666666666666666,,0.504147744,4.0,0.0,0.0,0.0
48,0,1,1,0,1,31.0,https://profi.ru/profile/BorodinaEO/,45.0,1,5.0,43,1,1,0,1,8.833333333333334,3.5,0.5048075025,961.0,4.372881355932203,18.920948169591306,8.833333333333334
49,1,0,1,0,1,20.0,https://profi.ru/profile/BorunovAM2/,121.0,1,5.0,2,0,48,1,1,5.333333333333333,10.0,0.5049598785714285,400.0,0.31578947368421056,5.493061443340549,5.333333333333333
50,0,1,0,1,1,14.0,https://profi.ru/profile/BoyevKA5/,27.0,0,5.0,34,0,0,1,1,1.4166666666666667,2.5,0.5056566785714286,196.0,14.068965517241377,17.776740307447067,1.4166666666666667
51,1,0,0,0,0,4.0,https://profi.ru/profile/BoykoMK2/,127.0,1,5.0,3,0,6,1,1,2.8333333333333335,2.0,0.5049287342857143,16.0,0.7826086956521738,6.931471805599453,0.0
52,1,0,0,0,0,8.0,https://profi.ru/profile/BudarinDV6/,116.0,1,5.0,3,0,8,1,1,1.75,2.0,0.5056888,64.0,1.0909090909090908,6.931471805599453,0.0
53,0,1,1,0,0,24.0,https://profi.ru/profile/BugayenkoSO/,175.0,0,0.0,0,0,10,0,1,2.5,6.0,0.50342186,576.0,0.0,0.0,0.0
54,0,1,0,0,0,21.0,https://profi.ru/profile/BugrezovRU/,74.0,1,5.0,9,0,3,1,1,4.666666666666667,1.5,0.5061517,441.0,1.588235294117647,11.51292546497023,0.0
55,1,0,1,0,1,12.0,https://profi.ru/profile/BukreyevFA/,94.0,1,0.0,0,0,0,1,1,0.08333333333333333,2.5,0.505269392,144.0,0.0,0.0,0.08333333333333333
56,1,0,0,0,0,20.0,https://profi.ru/profile/BuldakovAA19/,123.0,0,5.0,16,0,1,1,0,1.0,,0.5048018675,400.0,8.0,14.16606672028108,0.0
57,1,0,0,0,0,4.0,https://profi.ru/profile/BurunovSI/,116.0,1,5.0,5,0,8,1,1,4.5,2.5,0.5051298683333334,16.0,0.9090909090909091,8.958797346140274,0.0
58,1,0,1,0,1,12.0,https://profi.ru/profile/BzarovAR3/,140.0,0,0.0,0,0,1,1,1,0.16666666666666666,5.0,0.50333175,144.0,0.0,0.0,0.16666666666666666
59,0,1,1,0,1,14.0,https://profi.ru/profile/ChalyyTY/,163.0,0,5.0,1,0,2,1,1,1.5833333333333333,2.5,0.5010001,196.0,0.38709677419354843,3.4657359027997265,1.5833333333333333
60,0,1,1,0,1,7.0,https://profi.ru/profile/ChepikAS2/,107.0,0,5.0,1,0,6,1,1,0.9166666666666666,5.0,0.5053904614285715,49.0,0.5217391304347826,3.4657359027997265,0.9166666666666666
61,1,0,1,0,0,7.0,https://profi.ru/profile/ChernegovSY/,128.0,0,5.0,1,0,0,1,0,0.9166666666666666,,0.5058432150000001,49.0,0.5217391304347826,3.4657359027997265,0.0
62,1,0,1,0,0,9.0,https://profi.ru/profile/ChernenkoSV9/,66.0,1,4.54,39,0,8,0,1,5.083333333333333,4.0,0.50517268,81.0,6.41095890410959,16.74751272167727,0.0
63,0,1,1,0,0,18.0,https://profi.ru/profile/ChesnakovVV/,20.0,1,5.0,7,0,4,1,1,12.75,3.0,0.505805082,324.0,0.509090909090909,10.39720770839918,0.0
64,1,0,1,0,0,11.0,https://profi.ru/profile/ChigrinaAL/,87.0,1,4.92,13,0,0,0,1,7.666666666666667,4.0,0.5041763228571429,121.0,1.4999999999999998,12.984162061707071,0.0
65,0,1,1,0,1,6.0,https://profi.ru/profile/ChikalkinaAS/,120.0,1,5.0,12,0,5,0,1,6.833333333333333,4.0,0.5036212214285714,36.0,1.5319148936170213,12.824746787307683,6.833333333333333
66,0,1,1,0,1,9.0,https://profi.ru/profile/ChulkovaAS3/,32.0,1,5.0,8,0,4,0,1,7.5,5.0,0.504290685,81.0,0.9411764705882353,10.986122886681098,7.5
67,0,1,0,0,0,2.75,https://profi.ru/profile/ChurovAV3/,104.0,0,5.0,2,0,2,1,1,2.75,2.5,0.506089315,7.5625,0.5333333333333333,5.493061443340549,0.0
68,0,1,0,0,0,20.0,https://profi.ru/profile/DanilovAR/,156.0,1,0.0,0,0,2,1,0,13.0,,0.50212135,400.0,0.0,0.0,0.0
69,1,0,0,0,0,7.0,https://profi.ru/profile/DanilovBS2/,42.0,1,5.0,12,0,0,1,0,6.75,,0.5062221,49.0,1.5483870967741935,12.824746787307683,0.0
70,0,1,1,0,1,20.0,https://profi.ru/profile/DembovskiyAV/,167.0,1,0.0,0,0,0,1,1,0.5,2.0,0.502790665,400.0,0.0,0.0,0.5
71,1,0,1,0,1,4.0,https://profi.ru/profile/DementevaEA13/,82.0,0,5.0,4,0,1,0,1,5.75,5.0,0.5026863,16.0,0.5925925925925926,8.047189562170502,5.75
72,1,0,0,0,0,20.0,https://profi.ru/profile/DemidovaLD/,12.0,1,5.0,2,0,10,0,1,0.16666666666666666,3.0,0.5052024500000001,400.0,1.7142857142857142,5.493061443340549,0.0
73,0,1,1,0,1,15.0,https://profi.ru/profile/DenisovIA9/,109.0,1,5.0,4,0,0,1,0,6.916666666666667,,0.5054722859999999,225.0,0.5052631578947369,8.047189562170502,6.916666666666667
74,1,0,0,0,0,8.0,https://profi.ru/profile/DeringRA/,113.0,0,5.0,8,0,0,1,0,0.75,,0.5053714166666666,64.0,4.571428571428571,10.986122886681098,0.0
75,1,0,0,0,0,14.0,https://profi.ru/profile/DrobyshevskiiUA/,150.0,0,0.0,0,0,0,1,1,6.916666666666667,1.5,0.5033858766666666,196.0,0.0,0.0,0.0
76,0,1,1,0,1,7.0,https://profi.ru/profile/DrozhzhinaMP/,27.0,1,5.0,17,1,2,0,1,4.0,5.0,0.50448025,49.0,3.4,14.451858789480823,4.0
77,1,0,0,0,0,2.0,https://profi.ru/profile/DurmanovIV2/,144.0,0,5.0,5,0,0,1,0,2.5,,0.5046089266666667,4.0,1.4285714285714286,8.958797346140274,0.0
78,0,1,1,0,0,3.0,https://profi.ru/profile/DyachenkoVV41/,106.0,0,5.0,2,0,0,0,1,0.5,4.5,0.50399245,9.0,1.3333333333333333,5.493061443340549,0.0
79,1,0,1,0,1,5.0,https://profi.ru/profile/DyakovMV5/,189.0,0,0.0,0,0,8,1,1,2.75,4.0,0.501,25.0,0.0,0.0,2.75
80,0,1,0,0,0,5.0,https://profi.ru/profile/EfremovaAA38/,92.0,0,0.0,0,0,0,0,1,5.25,5.5,0.5045083571428571,25.0,0.0,0.0,0.0
81,0,1,1,0,0,24.0,https://profi.ru/profile/EliseevDV2/,10.0,1,5.0,18,1,0,1,1,9.0,2.5,0.506206926,576.0,1.8,14.722194895832201,0.0
82,1,0,1,0,0,5.0,https://profi.ru/profile/FadeyevTD/,122.0,1,5.0,3,0,6,1,1,1.6666666666666667,1.0,0.5048633016666667,25.0,1.1249999999999998,6.931471805599453,0.0
83,0,1,1,0,1,22.0,https://profi.ru/profile/FarafonovAM/,107.0,1,5.0,4,0,16,1,1,15.833333333333334,5.0,0.5051379142857143,484.0,0.23762376237623759,8.047189562170502,15.833333333333334
84,0,1,1,0,0,24.0,https://profi.ru/profile/FedorinaAV/,34.0,1,5.0,6,0,7,0,1,6.333333333333333,3.5,0.50415177,576.0,0.8181818181818182,9.729550745276565,0.0
85,1,0,1,0,0,14.0,https://profi.ru/profile/FedorovaDV29/,91.0,1,4.81,21,1,10,0,1,3.5,2.3,0.50458968,196.0,4.666666666666667,14.8679142006535,0.0
86,1,0,0,1,0,5.0,https://profi.ru/profile/FedorovichAN5/,45.0,1,5.0,13,0,5,0,0,1.75,,0.5053014371428571,25.0,4.7272727272727275,13.195286648076292,0.0
87,1,0,0,0,0,10.0,https://profi.ru/profile/FedorovichNN/,83.0,1,0.0,0,0,2,1,1,0.5,2.0,0.50402008,100.0,0.0,0.0,0.0
88,0,1,1,0,0,4.0,https://profi.ru/profile/FilatkinLI/,98.0,0,5.0,5,0,0,1,1,4.5,2.5,0.505622715,16.0,0.9090909090909091,8.958797346140274,0.0
89,1,0,1,0,0,5.0,https://profi.ru/profile/FilippovID2/,70.0,1,5.0,8,0,7,1,1,5.666666666666667,2.5,0.5055720714285714,25.0,1.2,10.986122886681098,0.0
90,1,0,1,0,0,1.0,https://profi.ru/profile/FomichevYV10/,105.0,1,5.0,2,0,4,1,1,0.5833333333333334,2.5,0.5056690628571429,1.0,1.263157894736842,5.493061443340549,0.0
91,0,0,0,0,0,24.0,https://profi.ru/profile/GalustyanAR2/,58.0,1,4.96,161,1,14,1,1,9.833333333333334,6.0,0.505,576.0,14.86153846153846,25.234477822752623,0.0
92,0,0,0,0,0,20.0,https://profi.ru/profile/GamoraDA/,51.0,1,4.91,45,1,7,0,1,6.25,3.5,0.5053493885714285,400.0,6.206896551724138,18.79862925676146,0.0
93,1,0,1,0,1,3.0,https://profi.ru/profile/GayvoronskiyMG/,84.0,1,5.0,25,0,8,1,1,3.5,4.0,0.5057426033333333,9.0,5.555555555555555,16.29048269010741,3.5
94,0,1,1,0,0,8.0,https://profi.ru/profile/GerasimchukAI4/,105.0,0,0.0,0,0,0,1,0,0.25,,0.5044047150000001,64.0,0.0,0.0,0.0
95,0,0,0,0,0,9.0,https://profi.ru/profile/GerlakhDO/,35.0,0,5.0,2,0,2,0,1,1.9166666666666667,5.0,0.504109825,81.0,0.6857142857142856,5.493061443340549,0.0
96,0,0,0,0,0,2.0,https://profi.ru/profile/GlotovPV2/,76.0,1,5.0,6,0,0,1,1,2.5,2.0,0.50632315,4.0,1.7142857142857142,9.729550745276565,0.0
97,1,0,0,1,0,3.0,https://profi.ru/profile/GolovachAY/,113.0,0,0.0,0,0,10,0,1,1.5833333333333333,7.0,0.5037561157142857,9.0,0.0,0.0,0.0
98,0,0,0,1,0,26.0,https://profi.ru/profile/GolovkovDA5/,54.0,1,5.0,23,0,2,1,0,1.3333333333333333,,0.506254415,676.0,9.857142857142858,15.890269151739728,0.0
99,0,1,0,1,0,5.0,https://profi.ru/profile/GoncharenkoVO5/,76.0,1,4.82,33,0,11,0,1,1.75,4.0,0.5048251228571429,25.0,12.0,16.9970577286499,0.0
100,0,1,0,0,0,5.0,https://profi.ru/profile/GoncharovaSA26/,145.0,0,4.0,1,0,7,0,0,0.3333333333333333,,0.50233092,25.0,0.75,2.772588722239781,0.0
101,1,0,0,0,0,0.25,https://profi.ru/profile/GorbachevAM10/,131.0,0,0.0,0,0,9,1,1,0.25,2.5,0.5038963320000001,0.0625,0.0,0.0,0.0
102,1,0,1,0,0,12.0,https://profi.ru/profile/GorbunovaAV28/,46.0,0,5.0,7,0,0,0,0,5.083333333333333,,0.50529245,144.0,1.1506849315068495,10.39720770839918,0.0
103,1,0,0,0,0,16.0,https://profi.ru/profile/GorelikovSV2/,196.0,1,0.0,0,0,0,1,1,0.16666666666666666,2.5,0.50118465,256.0,0.0,0.0,0.0
104,1,0,1,0,1,13.0,https://profi.ru/profile/GorokhovMO2/,79.0,0,0.0,0,0,4,1,0,0.75,,0.50405476,169.0,0.0,0.0,0.75
105,1,0,1,0,1,20.0,https://profi.ru/profile/GostevNN/,84.0,1,4.94,18,0,0,1,1,14.25,3.0,0.5055076471428571,400.0,1.180327868852459,14.545528557082216,14.25
106,1,0,1,0,1,14.0,https://profi.ru/profile/GromadskiiRV2/,65.0,1,5.0,65,1,13,1,1,6.833333333333333,4.0,0.505,196.0,8.297872340425533,20.948273710132128,6.833333333333333
107,0,1,1,0,0,30.0,https://profi.ru/profile/GudilinSA2/,90.0,1,4.82,38,1,4,1,1,7.583333333333333,5.5,0.504651788,900.0,4.427184466019418,17.658367134344896,0.0
108,1,0,0,0,0,13.0,https://profi.ru/profile/GudkoAB/,20.0,1,0.0,0,0,0,1,1,0.16666666666666666,2.0,0.5098145000000001,169.0,0.0,0.0,0.0
109,1,0,0,0,0,5.0,https://profi.ru/profile/GuninaEA/,119.0,1,5.0,8,0,8,0,1,6.25,3.0,0.5036620914285713,25.0,1.103448275862069,10.986122886681098,0.0
110,0,1,1,0,1,11.0,https://profi.ru/profile/HamidulinTR2/,114.0,1,4.95,59,0,0,1,0,11.833333333333334,,0.505001314,121.0,4.597402597402597,20.2670055829994,11.833333333333334
111,0,1,1,0,0,27.0,https://profi.ru/profile/HanevskiiEN/,73.0,0,5.0,11,0,4,1,1,15.416666666666666,3.0,0.504864952,729.0,0.6700507614213199,12.424533248940001,0.0
112,0,1,0,0,0,27.0,https://profi.ru/profile/HlestovaEU/,100.0,1,4.47,15,0,0,0,1,11.583333333333334,2.0,0.5044658328571429,729.0,1.1920529801324502,12.39347158841182,0.0
113,0,1,1,0,1,7.0,https://profi.ru/profile/HlynovaKA2/,100.0,1,0.0,0,0,3,0,1,4.666666666666667,3.0,0.5042814457142857,49.0,0.0,0.0,4.666666666666667
114,0,1,1,0,1,27.0,https://profi.ru/profile/HusnullinAU/,56.0,1,4.9,51,1,41,1,1,10.666666666666666,2.0,0.506029376,729.0,4.371428571428572,19.361094221048997,10.666666666666666
115,0,1,1,0,1,11.0,https://profi.ru/profile/IgamberdyevTA/,92.0,0,0.0,0,0,0,1,1,9.5,5.0,0.5052228559999999,121.0,0.0,0.0,9.5
116,1,0,1,0,0,1.0,https://profi.ru/profile/IlinaPD4/,28.0,1,5.0,6,0,6,0,1,3.1666666666666665,3.0,0.5057689085714285,1.0,1.4400000000000002,9.729550745276565,0.0
117,0,1,1,0,1,26.0,https://profi.ru/profile/IlinyhMV5/,145.0,1,0.0,0,0,0,1,0,6.75,,0.50279161,676.0,0.0,0.0,6.75
118,0,1,1,0,1,17.0,https://profi.ru/profile/IlyahinAI/,132.0,1,5.0,7,0,0,1,1,6.0,3.0,0.504685008,289.0,1.0,10.39720770839918,6.0
119,1,0,1,0,0,10.0,https://profi.ru/profile/IpatovaYP3/,82.0,1,5.0,1,0,0,0,1,0.5833333333333334,3.0,0.5047639171428572,100.0,0.631578947368421,3.4657359027997265,0.0
120,0,1,1,0,0,28.0,https://profi.ru/profile/IreshevSV/,60.0,1,4.95,19,0,7,1,1,10.333333333333334,4.0,0.505,784.0,1.676470588235294,14.828874754092256,0.0
121,0,1,1,0,0,21.0,https://profi.ru/profile/IsaevaUS/,60.0,1,4.86,7,0,0,0,1,15.833333333333334,2.8,0.50363525,441.0,0.41584158415841577,10.106085892564002,0.0
122,1,0,1,0,1,12.0,https://profi.ru/profile/IsayevaDI3/,117.0,0,0.0,0,0,3,0,1,1.1666666666666667,3.5,0.5014300500000001,144.0,0.0,0.0,1.1666666666666667
123,1,0,0,0,0,13.0,https://profi.ru/profile/IslamovMM9/,121.0,1,5.0,1,0,0,1,0,1.75,,0.505225616,169.0,0.36363636363636365,3.4657359027997265,0.0
124,1,0,0,0,0,26.0,https://profi.ru/profile/IvanovAV979/,114.0,0,5.0,5,0,12,1,0,4.5,,0.50556855,676.0,0.9090909090909091,8.958797346140274,0.0
125,0,1,0,0,0,7.0,https://profi.ru/profile/IvanovLU3/,111.0,1,0.0,0,0,7,1,1,6.833333333333333,2.0,0.5047587583333333,49.0,0.0,0.0,0.0
126,1,0,0,0,0,0.0833333333333333,https://profi.ru/profile/IvanovSK26/,192.0,0,0.0,0,0,0,1,0,0.08333333333333333,,0.501,0.006944444444444439,0.0,0.0,0.0
127,0,1,1,0,0,2.0,https://profi.ru/profile/IvanovYS41/,10.0,1,5.0,16,1,1,1,0,2.5833333333333335,,0.5063184457142857,4.0,4.465116279069767,14.16606672028108,0.0
128,1,0,0,0,0,1.0,https://profi.ru/profile/IvanovaYA407/,89.0,1,5.0,3,0,3,0,1,1.5,1.5,0.5047545442857143,1.0,1.2,6.931471805599453,0.0
129,1,0,0,0,0,2.0,https://profi.ru/profile/IvashchenkoAA24/,153.0,1,0.0,0,0,0,0,1,0.25,3.0,0.50048183,4.0,0.0,0.0,0.0
130,1,0,1,0,0,10.0,https://profi.ru/profile/KabardinTI/,101.0,1,4.81,54,1,472,1,0,6.083333333333333,,0.505561254,100.0,7.623529411764706,19.275272620968185,0.0
131,0,1,1,0,1,10.0,https://profi.ru/profile/KadagishviliNR/,119.0,1,0.0,0,0,0,0,1,1.5833333333333333,3.0,0.40130232499999996,100.0,0.0,0.0,1.5833333333333333
132,0,1,1,0,1,0.5,https://profi.ru/profile/KanarskayaSS2/,116.0,1,0.0,0,0,0,0,1,0.5,2.0,0.50368908,0.25,0.0,0.0,0.5
133,1,0,0,0,0,7.0,https://profi.ru/profile/KanunnikovaPA2/,135.0,1,5.0,1,0,19,0,1,1.0,3.5,0.5009446,49.0,0.5,3.4657359027997265,0.0
134,0,1,1,0,1,9.0,https://profi.ru/profile/KapitanovaYY/,104.0,1,0.0,0,0,10,0,1,1.75,4.0,0.501381625,81.0,0.0,0.0,1.75
135,0,1,0,1,1,10.0,https://profi.ru/profile/KaravayevaAY7/,96.0,1,5.0,1,0,2,0,1,0.3333333333333333,3.5,0.5042691042857144,100.0,0.75,3.4657359027997265,0.3333333333333333
136,0,1,1,0,0,15.0,https://profi.ru/profile/KarbyshevaSA/,94.0,0,5.0,2,0,5,0,1,3.6666666666666665,4.0,0.5044035671428572,225.0,0.4285714285714286,5.493061443340549,0.0
137,0,1,1,0,1,5.0,https://profi.ru/profile/KarpovIP6/,52.0,1,5.0,31,1,10,1,1,1.5,3.0,0.5054803600000001,25.0,12.4,17.328679513998633,1.5
138,1,0,1,0,0,28.0,https://profi.ru/profile/KarpovSN3/,81.0,1,4.95,41,0,10,1,1,7.5,3.0,0.504855164,784.0,4.823529411764706,18.501464610502673,0.0
139,0,1,1,0,1,3.75,https://profi.ru/profile/KashkoMA/,97.0,1,5.0,7,0,0,0,1,3.75,2.5,0.5044507071428571,14.0625,1.4736842105263157,10.39720770839918,3.75
140,0,0,0,0,0,23.0,https://profi.ru/profile/KazakovSA18/,90.0,0,5.0,11,0,3,1,0,5.416666666666667,,0.50573557,529.0,1.7142857142857142,12.424533248940001,0.0
141,1,0,0,1,0,15.0,https://profi.ru/profile/KazakovaPO2/,2.0,1,5.0,19,0,9,0,1,2.9166666666666665,2.4,0.507200085,225.0,4.851063829787234,14.978661367769954,0.0
