has_secondary_education,has_higher_education,work_experience,master_id,master_id,index,docs_verified,gender,guarantee,rating,reviews_count,is_highly_praised,is_certified,price_socket,suitabilityHints,discount,insurance,contract,cur_score,profi_ru_start,album_count,photos_count
True,False,7.0,https://profi.ru/profile/AkhmetkhanovRG/,https://profi.ru/profile/AkhmetkhanovRG/,156.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.60901,На сервисе с ноября 2025 г,0,0
True,False,2.0,https://profi.ru/profile/AkhmetzyanovII4/,https://profi.ru/profile/AkhmetzyanovII4/,100.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.786680000000004,На сервисе с июля 2024 г. (1 год),0,0
True,False,,https://profi.ru/profile/AkhmetzyanovRR13/,https://profi.ru/profile/AkhmetzyanovRR13/,115.0,True,MALE,Нет гарантии,"4,67",9,False,False,,Нет отзывов по вашей услуге,15.0,,,50.76996414285714,,0,0
False,False,,https://profi.ru/profile/AkhtariyevRF/,https://profi.ru/profile/AkhtariyevRF/,138.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.51267325,На сервисе с мая 2024 г. (1 год),0,0
False,True,,https://profi.ru/profile/AlayevIN/,https://profi.ru/profile/AlayevIN/,153.0,True,MALE,Нет гарантии,"5,0",8,False,False,,,20.0,,,50.746927,,0,0
False,True,,https://profi.ru/profile/AleksandrovVV80/,https://profi.ru/profile/AleksandrovVV80/,121.0,True,MALE,Нет гарантии,"3,0",1,False,False,,,15.0,,,50.71756333333334,,2,0
True,False,5.0,https://profi.ru/profile/AlekseevAA190/,https://profi.ru/profile/AlekseevAA190/,182.0,True,MALE,Нет гарантии,"5,0",2,False,False,,,,,,50.502674818181816,На сервисе с ноября 2020 г. (5 лет),0,20
False,False,8.0,https://profi.ru/profile/AlekseyevaIA21/,https://profi.ru/profile/AlekseyevaIA21/,118.0,True,MALE,Нет гарантии,"5,0",9,False,False,,Нет отзывов по вашей услуге,,,,50.5390814,,0,1
True,False,7.0,https://profi.ru/profile/AlimgulovIZ/,https://profi.ru/profile/AlimgulovIZ/,90.0,True,MALE,Нет гарантии,"5,0",3,False,False,,,,,,50.76702433333333,,0,0
False,True,10.0,https://profi.ru/profile/AlimovAA/,https://profi.ru/profile/AlimovAA/,4.0,True,MALE,«1 год»,"4,99",616,False,False,,,10.0,Есть страховка,,70.13721541666666,,0,1
True,False,23.0,https://profi.ru/profile/AlimovRY/,https://profi.ru/profile/AlimovRY/,117.0,True,MALE,Нет гарантии,"5,0",2,False,False,,,5.0,,,50.7559035,,0,0
True,False,7.0,https://profi.ru/profile/AmbaryanRV/,https://profi.ru/profile/AmbaryanRV/,147.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.68337266666666,На сервисе с августа 2025 г,0,0
False,False,28.0,https://profi.ru/profile/AmerhanovRR/,https://profi.ru/profile/AmerhanovRR/,84.0,False,MALE,По договоренности,"4,78",23,False,False,,Мало отзывов по вашей услуге,,,,50.697867,,0,4
True,False,2.0,https://profi.ru/profile/AminevAM8/,https://profi.ru/profile/AminevAM8/,126.0,True,MALE,Нет гарантии,"4,43",7,False,False,,Нет отзывов по вашей услуге,,,,50.572909249999995,На сервисе с августа 2024 г. (1 год),0,2
,,,https://profi.ru/profile/AmirkhanovFI/,https://profi.ru/profile/AmirkhanovFI/,189.0,True,,Нет гарантии,"4,50",2,False,False,,,,,,50.33364,На сервисе с ноября 2021 г. (4 года),0,5
True,False,7.0,https://profi.ru/profile/AndreyLO/,https://profi.ru/profile/AndreyLO/,102.0,True,,Нет гарантии,0,0,False,False,,,,,,50.8071685,На сервисе с октября 2025 г,0,0
True,False,1.0,https://profi.ru/profile/AndreyevSY12/,https://profi.ru/profile/AndreyevSY12/,29.0,True,MALE,Нет гарантии,"5,0",4,False,False,,,,,,50.93858,На сервисе с февраля 2025 г. (1 год),0,1
False,False,2.0,https://profi.ru/profile/AndreyevVD10/,https://profi.ru/profile/AndreyevVD10/,146.0,True,MALE,Нет гарантии,"5,0",2,False,False,,,,,,50.64421316666667,На сервисе с декабря 2024 г. (1 год),0,0
True,False,8.0,https://profi.ru/profile/AndryashinVA/,https://profi.ru/profile/AndryashinVA/,78.0,True,MALE,Нет гарантии,"4,96",100,False,False,,Мало отзывов по вашей услуге,100.0,,,50.782679,,5,0
False,True,7.0,https://profi.ru/profile/AnikinVV2/,https://profi.ru/profile/AnikinVV2/,78.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.711742,,0,0
False,True,2.0,https://profi.ru/profile/AnisimovIP2/,https://profi.ru/profile/AnisimovIP2/,69.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.716845,,0,0
False,True,28.0,https://profi.ru/profile/AnoshinVA6/,https://profi.ru/profile/AnoshinVA6/,86.0,False,,По договоренности,"5,0",3,False,False,,,5.0,,,50.7833994,,0,1
False,False,18.0,https://profi.ru/profile/ArifovAM/,https://profi.ru/profile/ArifovAM/,110.0,True,MALE,Нет гарантии,0,0,False,False,,,10.0,,,50.671356,На сервисе с января 2026 г,0,2
True,False,14.0,https://profi.ru/profile/ArtemyevNA3/,https://profi.ru/profile/ArtemyevNA3/,21.0,True,MALE,По договоренности,"4,63",16,False,False,,Нет отзывов по вашей услуге,,,,50.969334,На сервисе с сентября 2022 г. (3 года),0,1
True,False,5.0,https://profi.ru/profile/ArtemyevYA7/,https://profi.ru/profile/ArtemyevYA7/,106.0,True,MALE,Нет гарантии,"5,0",12,False,False,,,,,,50.593211,На сервисе с августа 2024 г. (1 год),0,0
True,False,4.0,https://profi.ru/profile/AsadovNK/,https://profi.ru/profile/AsadovNK/,135.0,True,MALE,Нет гарантии,"4,95",39,False,False,,,,,,50.679493,На сервисе с августа 2022 г. (3 года),1,0
True,False,6.0,https://profi.ru/profile/AsadullinRR6/,https://profi.ru/profile/AsadullinRR6/,80.0,True,MALE,Нет гарантии,"4,88",185,False,False,,,5.0,,,50.5418,,3,20
True,False,8.0,https://profi.ru/profile/AsatovAA5/,https://profi.ru/profile/AsatovAA5/,30.0,True,MALE,Нет гарантии,"5,0",52,False,False,,,,,,50.5598845,,0,0
True,True,10.0,https://profi.ru/profile/AskarovAN5/,https://profi.ru/profile/AskarovAN5/,106.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.7695406,,0,0
True,False,12.0,https://profi.ru/profile/AsylovDR2/,https://profi.ru/profile/AsylovDR2/,94.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.76583025,,0,0
False,True,6.0,https://profi.ru/profile/AvzalovRR3/,https://profi.ru/profile/AvzalovRR3/,78.0,True,MALE,Нет гарантии,"5,0",6,False,False,,Нет отзывов по вашей услуге,,,,50.669455,,0,0
True,False,4.0,https://profi.ru/profile/AyzatullinII/,https://profi.ru/profile/AyzatullinII/,48.0,True,,Нет гарантии,"4,85",39,False,False,,,,,,50.85519,На сервисе с октября 2022 г. (3 года),1,8
False,False,4.0,https://profi.ru/profile/AzimbetovSS/,https://profi.ru/profile/AzimbetovSS/,160.0,True,MALE,Нет гарантии,"5,0",16,False,False,,,,,,50.689771500000006,На сервисе с ноября 2021 г. (4 года),0,0
True,False,1.0,https://profi.ru/profile/AzimovAG12/,https://profi.ru/profile/AzimovAG12/,159.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.709405333333336,На сервисе с февраля 2025 г. (1 год),0,0
True,False,7.0,https://profi.ru/profile/BabushkinDA/,https://profi.ru/profile/BabushkinDA/,102.0,True,MALE,Нет гарантии,"5,0",6,False,False,1500.0,Мало отзывов по вашей услуге,,,,50.53023877777778,На сервисе с сентября 2018 г. (7 лет),0,0
True,False,4.0,https://profi.ru/profile/BagautdinovRF3/,https://profi.ru/profile/BagautdinovRF3/,119.0,True,MALE,Нет гарантии,"4,87",15,False,False,,,,,,50.62315925,На сервисе с ноября 2021 г. (4 года),0,11
,,,https://profi.ru/profile/BalevAA/,https://profi.ru/profile/BalevAA/,192.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.33116,На сервисе с июля 2025 г,0,0
True,False,7.0,https://profi.ru/profile/BalilovIS/,https://profi.ru/profile/BalilovIS/,110.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.675608,На сервисе с октября 2025 г,0,0
False,True,7.0,https://profi.ru/profile/BarabanovAV5/,https://profi.ru/profile/BarabanovAV5/,153.0,True,MALE,«В течении года при условии правильного пользования (если клиент не виноват в проблеме) + сервисное обслуживание на льготных условиях (по договоренности)»,"5,0",16,False,False,,Мало отзывов по вашей услуге,,,,50.6797234,На сервисе с марта 2019 г. (7 лет),0,1
True,False,8.0,https://profi.ru/profile/BarytkoNO2/,https://profi.ru/profile/BarytkoNO2/,156.0,True,,Нет гарантии,"5,0",3,False,False,1500.0,,,,,50.754019666666665,,1,7
False,True,14.0,https://profi.ru/profile/BashkinMG/,https://profi.ru/profile/BashkinMG/,113.0,False,MALE,По договоренности,"4,72",141,False,False,,,100.0,,Договор,50.80006,,9,50
True,False,7.0,https://profi.ru/profile/BasyrovDS/,https://profi.ru/profile/BasyrovDS/,196.0,True,MALE,Нет гарантии,"4,73",15,False,False,,Мало отзывов по вашей услуге,,,,50.80002,На сервисе с апреля 2025 г. (1 год),0,0
False,False,,https://profi.ru/profile/BatalovII2/,https://profi.ru/profile/BatalovII2/,53.0,True,MALE,Нет гарантии,"5,0",5,False,False,,Нет отзывов по вашей услуге,10.0,,,50.748476,На сервисе с февраля 2023 г. (3 года),0,4
True,False,4.0,https://profi.ru/profile/BatanevMA/,https://profi.ru/profile/BatanevMA/,144.0,True,MALE,По договоренности,"4,90",29,False,False,,,,,Договор,50.539155375,На сервисе с января 2022 г. (4 года),5,94
True,False,7.0,https://profi.ru/profile/BaykhanovVY/,https://profi.ru/profile/BaykhanovVY/,144.0,False,MALE,Нет гарантии,"5,0",10,False,False,,Нет отзывов по вашей услуге,,,,50.631763,На сервисе с августа 2025 г,0,0
False,True,,https://profi.ru/profile/BazikeyevRA/,https://profi.ru/profile/BazikeyevRA/,56.0,True,MALE,Нет гарантии,"5,0",10,False,False,,,,,,50.5903915,,0,15
,,,https://profi.ru/profile/BemshlagAV/,https://profi.ru/profile/BemshlagAV/,140.0,True,MALE,Нет гарантии,"5,0",5,False,False,500.0,Мало отзывов по вашей услуге,,,,50.710342749999995,,0,0
False,False,8.0,https://profi.ru/profile/BerezhnovMY/,https://profi.ru/profile/BerezhnovMY/,129.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.764842800000004,На сервисе с июля 2022 г. (3 года),0,0
True,False,5.0,https://profi.ru/profile/BeytsRA/,https://profi.ru/profile/BeytsRA/,71.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.8033365,На сервисе с февраля 2026 г,0,0
True,False,5.0,https://profi.ru/profile/BezzubovVP/,https://profi.ru/profile/BezzubovVP/,117.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.51719088888889,На сервисе с февраля 2026 г,0,0
False,True,10.0,https://profi.ru/profile/BikkininAI/,https://profi.ru/profile/BikkininAI/,114.0,True,MALE,Нет гарантии,"4,75",4,False,False,1000.0,,,,,50.76095,,0,5
False,False,6.0,https://profi.ru/profile/BikkininIG/,https://profi.ru/profile/BikkininIG/,114.0,True,MALE,Нет гарантии,"4,33",6,False,False,,Нет отзывов по вашей услуге,,,,50.75931375,На сервисе с мая 2019 г. (6 лет),7,7
False,False,9.0,https://profi.ru/profile/BikmukhametovLR/,https://profi.ru/profile/BikmukhametovLR/,117.0,True,MALE,Нет гарантии,"5,0",9,False,False,1500.0,,,,,50.7749632,,2,16
False,False,4.0,https://profi.ru/profile/BikulovEN/,https://profi.ru/profile/BikulovEN/,69.0,True,MALE,Нет гарантии,"5,0",13,False,False,,Мало отзывов по вашей услуге,,,,50.58703522222223,На сервисе с июня 2022 г. (3 года),0,5
True,False,20.0,https://profi.ru/profile/BildanovIM/,https://profi.ru/profile/BildanovIM/,46.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.7458575,На сервисе с октября 2024 г. (1 год),0,2
,,,https://profi.ru/profile/BildanovNR/,https://profi.ru/profile/BildanovNR/,144.0,True,MALE,Нет гарантии,"5,0",7,False,False,,Нет отзывов по вашей услуге,,,,50.696418666666666,На сервисе с сентября 2023 г. (2 года),1,0
True,False,7.0,https://profi.ru/profile/BitkulovAI/,https://profi.ru/profile/BitkulovAI/,94.0,True,MALE,Нет гарантии,"5,0",2,False,False,,,,,,50.80374866666667,На сервисе с ноября 2019 г. (6 лет),0,2
True,False,10.0,https://profi.ru/profile/BlotskiiEB/,https://profi.ru/profile/BlotskiiEB/,162.0,True,MALE,Нет гарантии,"4,75",8,False,False,300.0,,,,,50.568293,На сервисе с сентября 2020 г. (5 лет),0,0
True,True,17.0,https://profi.ru/profile/BoboyevSA6/,https://profi.ru/profile/BoboyevSA6/,127.0,True,MALE,Нет гарантии,"4,78",36,False,False,,,,,,50.7718218,,6,71
True,False,5.0,https://profi.ru/profile/BobrovIV5/,https://profi.ru/profile/BobrovIV5/,86.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.778994999999995,На сервисе с марта 2021 г. (5 лет),0,0
True,False,7.0,https://profi.ru/profile/BoldyrevDM/,https://profi.ru/profile/BoldyrevDM/,130.0,True,MALE,Нет гарантии,"5,0",6,False,False,,,,,,50.77070125,,0,2
True,False,5.0,https://profi.ru/profile/BorisovAA84/,https://profi.ru/profile/BorisovAA84/,154.0,True,MALE,Нет гарантии,"5,0",3,False,False,,,,,,50.622902,На сервисе с февраля 2021 г. (5 лет),0,0
True,False,6.0,https://profi.ru/profile/BorodinMV2/,https://profi.ru/profile/BorodinMV2/,122.0,True,MALE,Нет гарантии,"3,50",2,False,False,,,,,,50.57400033333334,На сервисе с января 2020 г. (6 лет),0,0
False,True,,https://profi.ru/profile/BoykoYN11/,https://profi.ru/profile/BoykoYN11/,156.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.63393666666667,,0,0
True,False,10.0,https://profi.ru/profile/BozorovSZ/,https://profi.ru/profile/BozorovSZ/,96.0,True,MALE,Нет гарантии,"5,0",10,False,False,,,,,,50.60411025,,1,52
True,False,12.0,https://profi.ru/profile/BraunAI6/,https://profi.ru/profile/BraunAI6/,121.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.784744,На сервисе с декабря 2025 г,0,0
False,True,5.0,https://profi.ru/profile/BulatovRK6/,https://profi.ru/profile/BulatovRK6/,93.0,True,MALE,Нет гарантии,"5,0",4,False,False,,,,,,50.76112666666666,,0,0
False,False,31.0,https://profi.ru/profile/BulyginAP/,https://profi.ru/profile/BulyginAP/,43.0,True,MALE,По договоренности,"4,92",72,False,False,,Мало отзывов по вашей услуге,,,,50.800779000000006,,0,0
False,True,0.0,https://profi.ru/profile/BurenkovVA3/,https://profi.ru/profile/BurenkovVA3/,152.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.671979,,0,0
True,False,4.0,https://profi.ru/profile/BurhanovII2/,https://profi.ru/profile/BurhanovII2/,6.0,True,MALE,Нет гарантии,"5,0",37,False,False,100.0,Нет отзывов по вашей услуге,,,,50.648505916666664,На сервисе с сентября 2021 г. (4 года),0,0
True,False,7.0,https://profi.ru/profile/BurkhanovFZ/,https://profi.ru/profile/BurkhanovFZ/,106.0,True,,Нет гарантии,0,0,False,False,,,5.0,,,50.7568265,На сервисе с июня 2025 г,0,5
True,False,7.0,https://profi.ru/profile/ButakovIN/,https://profi.ru/profile/ButakovIN/,135.0,True,MALE,Нет гарантии,"4,82",100,False,False,,,,,,50.5610168,На сервисе с апреля 2019 г. (7 лет),0,0
True,False,8.0,https://profi.ru/profile/ButyntsevAA/,https://profi.ru/profile/ButyntsevAA/,48.0,True,MALE,Нет гарантии,"5,0",6,False,False,,Нет отзывов по вашей услуге,,,,50.887352,На сервисе с января 2019 г. (7 лет),0,0
False,True,13.0,https://profi.ru/profile/BystrovAF/,https://profi.ru/profile/BystrovAF/,150.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.7501545,,0,2
True,False,12.0,https://profi.ru/profile/ChakhalyanPV/,https://profi.ru/profile/ChakhalyanPV/,96.0,True,,Нет гарантии,0,0,False,False,,,10.0,,,50.706465,На сервисе с февраля 2022 г. (4 года),0,1
True,False,7.0,https://profi.ru/profile/ChebyshevGA/,https://profi.ru/profile/ChebyshevGA/,40.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.826890000000006,На сервисе с апреля 2026 г,0,0
False,True,5.0,https://profi.ru/profile/ChernovEI4/,https://profi.ru/profile/ChernovEI4/,136.0,False,MALE,По договоренности,"4,74",31,False,False,500.0,Мало отзывов по вашей услуге,,,Договор,50.578638833333336,,2,14
False,True,,https://profi.ru/profile/ChervyakovAS8/,https://profi.ru/profile/ChervyakovAS8/,99.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.7728534,,0,0
True,False,7.0,https://profi.ru/profile/ChibrakovAN/,https://profi.ru/profile/ChibrakovAN/,164.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.628716999999995,На сервисе с ноября 2025 г,1,0
True,False,26.0,https://profi.ru/profile/ChindinVI/,https://profi.ru/profile/ChindinVI/,128.0,True,MALE,Нет гарантии,"5,0",4,False,False,,,,,,50.70840833333333,,1,1
True,False,5.0,https://profi.ru/profile/ChuklovEV/,https://profi.ru/profile/ChuklovEV/,50.0,True,MALE,Нет гарантии,"4,84",99,False,False,,,,,,50.831025,,0,0
True,False,23.0,https://profi.ru/profile/DavletbaevTK2/,https://profi.ru/profile/DavletbaevTK2/,122.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.776090499999995,,0,1
,,,https://profi.ru/profile/DavletovDF2/,https://profi.ru/profile/DavletovDF2/,98.0,True,MALE,Нет гарантии,"4,0",4,False,False,,,,,,50.488966285714284,На сервисе с ноября 2022 г. (3 года),0,3
False,False,20.0,https://profi.ru/profile/DavletshinDT/,https://profi.ru/profile/DavletshinDT/,108.0,True,,Нет гарантии,0,0,False,False,,,,,,50.7720296,На сервисе с апреля 2026 г,0,0
True,False,,https://profi.ru/profile/DavletshinIF5/,https://profi.ru/profile/DavletshinIF5/,189.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.447430000000004,,0,0
False,False,,https://profi.ru/profile/DavlitovBM2/,https://profi.ru/profile/DavlitovBM2/,130.0,False,MALE,«Гарантия 2 года с техническим сопровождением»,0,0,False,False,,,,,,50.7539856,На сервисе с октября 2025 г,0,0
False,True,11.0,https://profi.ru/profile/DavlyatovRR3/,https://profi.ru/profile/DavlyatovRR3/,88.0,True,MALE,Нет гарантии,"5,0",5,False,False,,Нет отзывов по вашей услуге,,,,50.526672500000004,,0,0
,,,https://profi.ru/profile/DayanovVI/,https://profi.ru/profile/DayanovVI/,80.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.69053,На сервисе с января 2024 г. (2 года),2,4
False,True,4.0,https://profi.ru/profile/DaylizhlLA/,https://profi.ru/profile/DaylizhlLA/,151.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.48062766666666,,0,2
True,False,8.0,https://profi.ru/profile/DemyanovVV3/,https://profi.ru/profile/DemyanovVV3/,132.0,True,,Нет гарантии,"4,98",145,False,False,,,10.0,,,50.54456781818181,,0,21
True,False,7.0,https://profi.ru/profile/DimitriyevSA2/,https://profi.ru/profile/DimitriyevSA2/,135.0,True,MALE,Нет гарантии,"5,0",10,False,False,,,,,,50.48748057142858,На сервисе с февраля 2026 г,0,0
,,,https://profi.ru/profile/DimiyevAA/,https://profi.ru/profile/DimiyevAA/,158.0,True,MALE,Нет гарантии,0,0,False,False,300.0,,,,,50.632056666666664,,0,8
False,False,12.0,https://profi.ru/profile/DmitriyR2/,https://profi.ru/profile/DmitriyR2/,120.0,False,,По договоренности,0,0,False,False,,,,,,50.746039,,0,6
True,False,7.0,https://profi.ru/profile/DmitriyevRS7/,https://profi.ru/profile/DmitriyevRS7/,157.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.670793333333336,На сервисе с января 2026 г,0,0
True,False,20.0,https://profi.ru/profile/DoizhaDS/,https://profi.ru/profile/DoizhaDS/,184.0,False,MALE,Нет гарантии,"4,82",34,False,False,350.0,Мало отзывов по вашей услуге,,,,50.5474006,,0,2
True,False,2.0,https://profi.ru/profile/DorofeyevDV10/,https://profi.ru/profile/DorofeyevDV10/,152.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.6435235,На сервисе с сентября 2024 г. (1 год),0,0
False,False,,https://profi.ru/profile/DorogovAV2/,https://profi.ru/profile/DorogovAV2/,133.0,True,MALE,Нет гарантии,"5,0",4,False,False,,,,,,50.47880966666666,На сервисе с февраля 2026 г,0,0
False,True,,https://profi.ru/profile/DunayevAY4/,https://profi.ru/profile/DunayevAY4/,169.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.625191666666666,,0,0
True,False,39.0,https://profi.ru/profile/DyachkovNA3/,https://profi.ru/profile/DyachkovNA3/,100.0,True,MALE,Нет гарантии,"4,69",26,False,False,,,,,,50.748548,,0,0
False,False,,https://profi.ru/profile/DzhurayevPZ/,https://profi.ru/profile/DzhurayevPZ/,90.0,True,,Нет гарантии,"5,0",11,False,False,,Мало отзывов по вашей услуге,,,,50.56623277777778,На сервисе с февраля 2025 г. (1 год),4,16
True,False,5.0,https://profi.ru/profile/EfimovAS25/,https://profi.ru/profile/EfimovAS25/,118.0,True,MALE,Нет гарантии,"5,0",28,False,False,,Мало отзывов по вашей услуге,,,,50.755886000000004,На сервисе с февраля 2021 г. (5 лет),0,0
True,False,7.0,https://profi.ru/profile/EgorovAA80/,https://profi.ru/profile/EgorovAA80/,150.0,True,MALE,Нет гарантии,"4,27",11,False,False,,Нет отзывов по вашей услуге,,,,50.553527700000004,На сервисе с октября 2019 г. (6 лет),0,0
False,False,5.0,https://profi.ru/profile/EgorovAS58/,https://profi.ru/profile/EgorovAS58/,142.0,True,MALE,Нет гарантии,"5,0",3,False,False,,,,,,50.46799014285715,На сервисе с октября 2020 г. (5 лет),5,0
True,False,19.0,https://profi.ru/profile/ElaginRA2/,https://profi.ru/profile/ElaginRA2/,120.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.48919375,,0,0
True,False,7.0,https://profi.ru/profile/ElektrikaNI/,https://profi.ru/profile/ElektrikaNI/,148.0,True,,Нет гарантии,0,0,False,False,,,,,,50.72624,,0,0
True,False,18.0,https://profi.ru/profile/EsenbaevMB/,https://profi.ru/profile/EsenbaevMB/,102.0,False,MALE,«2 года»,"4,97",142,False,False,,,,,Договор,50.56883545454546,,0,44
True,False,26.0,https://profi.ru/profile/FahrievLD/,https://profi.ru/profile/FahrievLD/,110.0,False,MALE,«1 год»,"4,98",46,True,False,,Мало отзывов по вашей услуге,100.0,,,50.5956796,,0,10
True,False,6.0,https://profi.ru/profile/FahrutdinovDS/,https://profi.ru/profile/FahrutdinovDS/,128.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.7573595,На сервисе с декабря 2018 г. (7 лет),0,162
False,False,6.0,https://profi.ru/profile/FahrutdinovRN/,https://profi.ru/profile/FahrutdinovRN/,62.0,True,MALE,Нет гарантии,"5,0",1,False,False,,,,,,50.7215765,На сервисе с апреля 2020 г. (6 лет),0,0
,,,https://profi.ru/profile/FalaleyevII2/,https://profi.ru/profile/FalaleyevII2/,34.0,True,MALE,По договоренности,"5,0",4,False,False,,,,,,50.91473,На сервисе с марта 2026 г,0,0
True,True,10.0,https://profi.ru/profile/FalyakhovLV2/,https://profi.ru/profile/FalyakhovLV2/,167.0,True,MALE,Нет гарантии,"5,0",8,False,False,,,,,,50.67436,,0,4
True,False,12.0,https://profi.ru/profile/FaskhutdinovFS/,https://profi.ru/profile/FaskhutdinovFS/,50.0,True,,Нет гарантии,"5,0",1,False,False,,,,,,50.74732,,0,3
True,False,7.0,https://profi.ru/profile/FatkullinAF2/,https://profi.ru/profile/FatkullinAF2/,118.0,True,MALE,Нет гарантии,"4,97",646,False,False,,,,,,50.573037,,0,1
False,True,12.0,https://profi.ru/profile/FattakhovAR3/,https://profi.ru/profile/FattakhovAR3/,84.0,False,MALE,«Работаем с договором »,"4,78",9,False,False,,Нет отзывов по вашей услуге,20.0,,Договор,50.717633,На сервисе с августа 2025 г,0,0
False,True,18.0,https://profi.ru/profile/FattakhovBF/,https://profi.ru/profile/FattakhovBF/,40.0,True,MALE,Нет гарантии,0,0,False,False,,,,,,50.812740000000005,,0,0
False,True,12.0,https://profi.ru/profile/FatyhovAZ/,https://profi.ru/profile/FatyhovAZ/,106.0,False,MALE,По договоренности,"4,25",4,False,False,,,,,,50.57937472727272,,0,0
True,False,7.0,https://profi.ru/profile/FatykhovEN/,https://profi.ru/profile/FatykhovEN/,91.0,True,MALE,Нет гарантии,0,0,False,False,,,5.0,,,50.7759624,На сервисе с апреля 2026 г,0,0
True,False,4.0,https://profi.ru/profile/FatykhovRR3/,https://profi.ru/profile/FatykhovRR3/,177.0,True,MALE,Нет гарантии,"3,0",1,False,False,,,,,,50.622092,На сервисе с июня 2022 г. (3 года),0,0
